34:51.9,Gyro: -0.91, Setpoint:0.00, Output: -22.25, linear: 0.00, LSteps: -347, RSteps: 52, RPM: 13.45
34:56.5,Gyro: -0.91, Setpoint:0.00, Output: -22.06, linear: 0.00, LSteps: -466, RSteps: 25, RPM: 1329.16
34:56.5,Gyro: -0.99, Setpoint:0.00, Output: -21.02, linear: 0.00, LSteps: -468, RSteps: 23, RPM: 13.89
34:56.5,Gyro: -0.99, Setpoint:0.00, Output: -21.02, linear: 0.00, LSteps: -469, RSteps: 22, RPM: 11.15
34:56.5,Gyro: -1.10, Setpoint:0.00, Output: -19.64, linear: 0.00, LSteps: -469, RSteps: 22, RPM: 11.15
34:56.5,Gyro: -1.16, Setpoint:0.00, Output: -18.61, linear: 0.00, LSteps: -471, RSteps: 20, RPM: 41.03
34:56.5,Gyro: -1.16, Setpoint:0.00, Output: -18.61, linear: 0.00, LSteps: -472, RSteps: 19, RPM: 12.39
34:56.5,Gyro: -1.23, Setpoint:0.00, Output: -17.71, linear: 0.00, LSteps: -473, RSteps: 18, RPM: 10.57
34:56.5,Gyro: -1.26, Setpoint:0.00, Output: -16.74, linear: 0.00, LSteps: -474, RSteps: 18, RPM: 8.82
34:56.5,Gyro: -1.26, Setpoint:0.00, Output: -16.74, linear: 0.00, LSteps: -474, RSteps: 17, RPM: 8.82
34:56.5,Gyro: -1.31, Setpoint:0.00, Output: -15.75, linear: 0.00, LSteps: -474, RSteps: 16, RPM: 5.83
34:56.5,Gyro: -1.36, Setpoint:0.00, Output: -14.69, linear: 0.00, LSteps: -475, RSteps: 16, RPM: 5.83
34:56.6,Gyro: -1.36, Setpoint:0.00, Output: -14.69, linear: 0.00, LSteps: -476, RSteps: 15, RPM: 6.53
34:56.6,Gyro: -1.38, Setpoint:0.00, Output: -13.87, linear: 0.00, LSteps: -476, RSteps: 15, RPM: 6.53
34:56.6,Gyro: -1.35, Setpoint:0.00, Output: -13.22, linear: 0.00, LSteps: -476, RSteps: 15, RPM: 6.53
34:56.6,Gyro: -1.35, Setpoint:0.00, Output: -13.22, linear: 0.00, LSteps: -477, RSteps: 14, RPM: 4.23
34:56.6,Gyro: -1.33, Setpoint:0.00, Output: -13.02, linear: 0.00, LSteps: -477, RSteps: 14, RPM: 4.23
34:56.6,Gyro: -1.29, Setpoint:0.00, Output: -12.68, linear: 0.00, LSteps: -477, RSteps: 14, RPM: 4.23
34:56.6,Gyro: -1.24, Setpoint:0.00, Output: -12.68, linear: 0.00, LSteps: -478, RSteps: 14, RPM: 5.42
34:56.6,Gyro: -1.14, Setpoint:0.00, Output: -13.27, linear: 0.00, LSteps: -478, RSteps: 13, RPM: 12.79
34:56.6,Gyro: -1.09, Setpoint:0.00, Output: -13.12, linear: 0.00, LSteps: -479, RSteps: 13, RPM: 12.79
34:56.6,Gyro: -1.09, Setpoint:0.00, Output: -13.12, linear: 0.00, LSteps: -479, RSteps: 13, RPM: 12.79
34:56.7,Gyro: -1.05, Setpoint:0.00, Output: -12.98, linear: 0.00, LSteps: -479, RSteps: 13, RPM: 12.79
34:56.7,Gyro: -0.99, Setpoint:0.00, Output: -12.92, linear: 0.00, LSteps: -479, RSteps: 13, RPM: 12.79
34:56.7,Gyro: -0.99, Setpoint:0.00, Output: -12.92, linear: 0.00, LSteps: -480, RSteps: 12, RPM: 2.72
34:56.7,Gyro: -0.80, Setpoint:0.00, Output: -13.13, linear: 0.00, LSteps: -480, RSteps: 12, RPM: 2.72
34:56.7,Gyro: -0.70, Setpoint:0.00, Output: -14.41, linear: 0.00, LSteps: -480, RSteps: 12, RPM: 2.72
34:56.7,Gyro: -0.59, Setpoint:0.00, Output: -14.94, linear: 0.00, LSteps: -480, RSteps: 12, RPM: 2.72
34:56.7,Gyro: -0.59, Setpoint:0.00, Output: -14.94, linear: 0.00, LSteps: -481, RSteps: 11, RPM: 2.51
34:56.7,Gyro: -0.41, Setpoint:0.00, Output: -16.15, linear: 0.00, LSteps: -481, RSteps: 11, RPM: 2.51
34:56.7,Gyro: -0.34, Setpoint:0.00, Output: -16.51, linear: 0.00, LSteps: -481, RSteps: 11, RPM: 2.51
34:56.7,Gyro: -0.34, Setpoint:0.00, Output: -16.51, linear: 0.00, LSteps: -481, RSteps: 11, RPM: 2.51
34:56.7,Gyro: -0.23, Setpoint:0.00, Output: -16.81, linear: 0.00, LSteps: -481, RSteps: 11, RPM: 2.51
34:56.8,Gyro: -0.18, Setpoint:0.00, Output: -17.47, linear: 0.00, LSteps: -481, RSteps: 11, RPM: 2.51
34:56.8,Gyro: -0.18, Setpoint:0.00, Output: -17.47, linear: 0.00, LSteps: -482, RSteps: 10, RPM: 2.58
34:56.8,Gyro: -0.14, Setpoint:0.00, Output: -17.73, linear: 0.00, LSteps: -482, RSteps: 10, RPM: 2.58
34:56.8,Gyro: -0.06, Setpoint:0.00, Output: -18.28, linear: 0.00, LSteps: -482, RSteps: 10, RPM: 2.58
34:56.8,Gyro: -0.06, Setpoint:0.00, Output: -18.28, linear: 0.00, LSteps: -482, RSteps: 10, RPM: 2.58
34:56.8,Gyro: -0.04, Setpoint:0.00, Output: -18.48, linear: 0.00, LSteps: -482, RSteps: 9, RPM: 2.80
34:56.8,Gyro: 0.01, Setpoint:0.00, Output: -18.63, linear: 0.00, LSteps: -483, RSteps: 9, RPM: 2.80
34:56.8,Gyro: 0.01, Setpoint:0.00, Output: -18.63, linear: 0.00, LSteps: -483, RSteps: 9, RPM: 2.80
34:56.8,Gyro: 0.02, Setpoint:0.00, Output: -18.91, linear: 0.00, LSteps: -483, RSteps: 9, RPM: 2.80
34:56.8,Gyro: 0.03, Setpoint:0.00, Output: -18.98, linear: 0.00, LSteps: -483, RSteps: 9, RPM: 2.80
34:56.9,Gyro: 0.03, Setpoint:0.00, Output: -18.98, linear: 0.00, LSteps: -484, RSteps: 8, RPM: 2.80
34:56.9,Gyro: 0.03, Setpoint:0.00, Output: -18.99, linear: 0.00, LSteps: -484, RSteps: 8, RPM: 2.80
34:56.9,Gyro: 0.03, Setpoint:0.00, Output: -19.00, linear: 0.00, LSteps: -484, RSteps: 8, RPM: 2.80
34:56.9,Gyro: 0.03, Setpoint:0.00, Output: -19.00, linear: 0.00, LSteps: -484, RSteps: 8, RPM: 2.80
34:56.9,Gyro: 0.00, Setpoint:0.00, Output: -18.79, linear: 0.00, LSteps: -484, RSteps: 8, RPM: 2.80
34:56.9,Gyro: -0.01, Setpoint:0.00, Output: -18.67, linear: 0.00, LSteps: -485, RSteps: 7, RPM: 2.45
34:56.9,Gyro: -0.01, Setpoint:0.00, Output: -18.67, linear: 0.00, LSteps: -485, RSteps: 7, RPM: 2.45
34:56.9,Gyro: -0.06, Setpoint:0.00, Output: -18.50, linear: 0.00, LSteps: -485, RSteps: 7, RPM: 2.45
34:56.9,Gyro: -0.09, Setpoint:0.00, Output: -18.03, linear: 0.00, LSteps: -485, RSteps: 7, RPM: 2.45
34:56.9,Gyro: -0.09, Setpoint:0.00, Output: -18.03, linear: 0.00, LSteps: -485, RSteps: 7, RPM: 2.45
34:57.0,Gyro: -0.13, Setpoint:0.00, Output: -17.70, linear: 0.00, LSteps: -485, RSteps: 6, RPM: 2.58
34:57.0,Gyro: -0.20, Setpoint:0.00, Output: -17.02, linear: 0.00, LSteps: -486, RSteps: 6, RPM: 2.58
34:57.0,Gyro: -0.20, Setpoint:0.00, Output: -17.02, linear: 0.00, LSteps: -486, RSteps: 6, RPM: 2.58
34:57.0,Gyro: -0.25, Setpoint:0.00, Output: -16.58, linear: 0.00, LSteps: -486, RSteps: 6, RPM: 2.58
34:57.0,Gyro: -0.34, Setpoint:0.00, Output: -16.06, linear: 0.00, LSteps: -486, RSteps: 6, RPM: 2.58
34:57.0,Gyro: -0.34, Setpoint:0.00, Output: -16.06, linear: 0.00, LSteps: -487, RSteps: 5, RPM: 2.88
34:57.0,Gyro: -0.39, Setpoint:0.00, Output: -15.13, linear: 0.00, LSteps: -487, RSteps: 5, RPM: 2.88
34:57.0,Gyro: -0.45, Setpoint:0.00, Output: -14.49, linear: 0.00, LSteps: -487, RSteps: 5, RPM: 2.88
34:57.0,Gyro: -0.51, Setpoint:0.00, Output: -14.49, linear: 0.00, LSteps: -487, RSteps: 5, RPM: 2.88
34:57.0,Gyro: -0.57, Setpoint:0.00, Output: -13.31, linear: 0.00, LSteps: -487, RSteps: 4, RPM: 2.45
34:57.0,Gyro: -0.64, Setpoint:0.00, Output: -12.48, linear: 0.00, LSteps: -488, RSteps: 4, RPM: 2.45
34:57.1,Gyro: -0.64, Setpoint:0.00, Output: -12.48, linear: 0.00, LSteps: -488, RSteps: 4, RPM: 2.45
34:57.1,Gyro: -0.78, Setpoint:0.00, Output: -11.03, linear: 0.00, LSteps: -488, RSteps: 4, RPM: 2.45
34:57.1,Gyro: -0.85, Setpoint:0.00, Output: -10.10, linear: 0.00, LSteps: -488, RSteps: 4, RPM: 2.45
34:57.1,Gyro: -0.85, Setpoint:0.00, Output: -10.10, linear: 0.00, LSteps: -488, RSteps: 4, RPM: 2.45
34:57.1,Gyro: -1.01, Setpoint:0.00, Output: -9.01, linear: 0.00, LSteps: -489, RSteps: 3, RPM: 2.58
34:57.1,Gyro: -1.10, Setpoint:0.00, Output: -7.21, linear: 0.00, LSteps: -489, RSteps: 3, RPM: 2.58
34:57.1,Gyro: -1.10, Setpoint:0.00, Output: -7.21, linear: 0.00, LSteps: -489, RSteps: 3, RPM: 2.58
34:57.1,Gyro: -1.20, Setpoint:0.00, Output: -5.95, linear: 0.00, LSteps: -489, RSteps: 3, RPM: 2.58
34:57.1,Gyro: -1.39, Setpoint:0.00, Output: -3.85, linear: 0.00, LSteps: -489, RSteps: 3, RPM: 2.58
34:57.1,Gyro: -1.39, Setpoint:0.00, Output: -3.85, linear: 0.00, LSteps: -490, RSteps: 2, RPM: 2.72
34:57.1,Gyro: -1.49, Setpoint:0.00, Output: -2.34, linear: 0.00, LSteps: -490, RSteps: 2, RPM: 2.72
34:57.2,Gyro: -1.72, Setpoint:0.00, Output: -0.73, linear: 0.00, LSteps: -490, RSteps: 2, RPM: 2.72
34:57.2,Gyro: -1.72, Setpoint:0.00, Output: -0.73, linear: 0.00, LSteps: -490, RSteps: 2, RPM: 2.72
34:57.2,Gyro: -1.85, Setpoint:0.00, Output: 2.02, linear: 0.00, LSteps: -490, RSteps: 2, RPM: 2.51
34:57.2,Gyro: -1.98, Setpoint:0.00, Output: 3.91, linear: 0.00, LSteps: -489, RSteps: 2, RPM: 2.51
34:57.2,Gyro: -2.12, Setpoint:0.00, Output: 3.91, linear: 0.00, LSteps: -489, RSteps: 2, RPM: 2.51
34:57.2,Gyro: -2.27, Setpoint:0.00, Output: 7.18, linear: 0.00, LSteps: -489, RSteps: 2, RPM: 2.51
34:57.2,Gyro: -2.41, Setpoint:0.00, Output: 9.43, linear: 0.00, LSteps: -489, RSteps: 2, RPM: 2.51
34:57.2,Gyro: -2.41, Setpoint:0.00, Output: 9.43, linear: 0.00, LSteps: -489, RSteps: 2, RPM: 2.51
34:57.2,Gyro: -2.74, Setpoint:0.00, Output: 11.87, linear: 0.00, LSteps: -489, RSteps: 2, RPM: 2.51
34:57.2,Gyro: -2.93, Setpoint:0.00, Output: 15.93, linear: 0.00, LSteps: -488, RSteps: 2, RPM: 2.04
34:57.2,Gyro: -2.93, Setpoint:0.00, Output: 15.93, linear: 0.00, LSteps: -488, RSteps: 3, RPM: 2.04
34:57.3,Gyro: -3.11, Setpoint:0.00, Output: 18.79, linear: 0.00, LSteps: -488, RSteps: 3, RPM: 5.76
34:57.3,Gyro: -3.50, Setpoint:0.00, Output: 23.39, linear: 0.00, LSteps: -487, RSteps: 4, RPM: 5.76
34:57.3,Gyro: -3.50, Setpoint:0.00, Output: 23.39, linear: 0.00, LSteps: -487, RSteps: 4, RPM: 5.76
34:57.3,Gyro: -3.72, Setpoint:0.00, Output: 26.80, linear: 0.00, LSteps: -487, RSteps: 4, RPM: 5.76
34:57.3,Gyro: -4.16, Setpoint:0.00, Output: 30.26, linear: 0.00, LSteps: -487, RSteps: 4, RPM: 5.76
34:57.3,Gyro: -4.16, Setpoint:0.00, Output: 30.26, linear: 0.00, LSteps: -487, RSteps: 5, RPM: 5.76
34:57.3,Gyro: -4.41, Setpoint:0.00, Output: 35.99, linear: 0.00, LSteps: -486, RSteps: 5, RPM: 11.81
34:57.3,Gyro: -4.67, Setpoint:0.00, Output: 40.17, linear: 0.00, LSteps: -485, RSteps: 5, RPM: 11.81
34:57.3,Gyro: -4.94, Setpoint:0.00, Output: 40.17, linear: 0.00, LSteps: -484, RSteps: 5, RPM: 9.93
34:57.3,Gyro: -5.26, Setpoint:0.00, Output: 47.17, linear: 0.00, LSteps: -484, RSteps: 5, RPM: 32.95
34:57.3,Gyro: -5.48, Setpoint:0.00, Output: 51.43, linear: 0.00, LSteps: -481, RSteps: 8, RPM: 26.31
34:57.4,Gyro: -5.48, Setpoint:0.00, Output: 51.43, linear: 0.00, LSteps: -479, RSteps: 9, RPM: 18.60
34:57.4,Gyro: -5.68, Setpoint:0.00, Output: 55.59, linear: 0.00, LSteps: -479, RSteps: 10, RPM: 22.15
34:57.4,Gyro: -5.65, Setpoint:0.00, Output: 58.03, linear: 0.00, LSteps: -476, RSteps: 12, RPM: 23.12
34:57.4,Gyro: -5.65, Setpoint:0.00, Output: 58.03, linear: 0.00, LSteps: -474, RSteps: 14, RPM: 25.30
34:57.4,Gyro: -5.38, Setpoint:0.00, Output: 59.94, linear: 0.00, LSteps: -473, RSteps: 15, RPM: 29.83
34:57.4,Gyro: -5.15, Setpoint:0.00, Output: 59.31, linear: 0.00, LSteps: -470, RSteps: 18, RPM: 29.69
34:57.4,Gyro: -5.15, Setpoint:0.00, Output: 59.31, linear: 0.00, LSteps: -467, RSteps: 21, RPM: 30.77
34:57.4,Gyro: -4.90, Setpoint:0.00, Output: 59.72, linear: 0.00, LSteps: -464, RSteps: 24, RPM: 31.95
34:57.4,Gyro: -4.29, Setpoint:0.00, Output: 57.05, linear: 0.00, LSteps: -462, RSteps: 25, RPM: 291.65
34:57.4,Gyro: -4.29, Setpoint:0.00, Output: 57.05, linear: 0.00, LSteps: -459, RSteps: 28, RPM: 33.87
34:57.5,Gyro: -3.92, Setpoint:0.00, Output: 56.15, linear: 0.00, LSteps: -455, RSteps: 32, RPM: 34.39
34:57.5,Gyro: -3.16, Setpoint:0.00, Output: 54.89, linear: 0.00, LSteps: -454, RSteps: 33, RPM: 34.78
34:57.5,Gyro: -3.16, Setpoint:0.00, Output: 54.89, linear: 0.00, LSteps: -451, RSteps: 36, RPM: 32.92
34:57.5,Gyro: -2.82, Setpoint:0.00, Output: 50.76, linear: 0.00, LSteps: -446, RSteps: 39, RPM: 32.55
34:57.5,Gyro: -2.48, Setpoint:0.00, Output: 49.35, linear: 0.00, LSteps: -445, RSteps: 40, RPM: 32.49
34:57.5,Gyro: -1.67, Setpoint:0.00, Output: 43.93, linear: 0.00, LSteps: -442, RSteps: 43, RPM: 32.14
34:57.5,Gyro: -1.67, Setpoint:0.00, Output: 43.93, linear: 0.00, LSteps: -439, RSteps: 46, RPM: 30.19
34:57.5,Gyro: -1.27, Setpoint:0.00, Output: 41.57, linear: 0.00, LSteps: -438, RSteps: 49, RPM: 29.85
34:57.5,Gyro: -0.59, Setpoint:0.00, Output: 39.29, linear: 0.00, LSteps: -435, RSteps: 50, RPM: 28.74
34:57.5,Gyro: -0.59, Setpoint:0.00, Output: 39.29, linear: 0.00, LSteps: -432, RSteps: 53, RPM: 26.66
34:57.6,Gyro: -0.31, Setpoint:0.00, Output: 34.79, linear: 0.00, LSteps: -432, RSteps: 55, RPM: 25.55
34:57.6,Gyro: -0.04, Setpoint:0.00, Output: 32.84, linear: 0.00, LSteps: -429, RSteps: 56, RPM: 24.75
34:57.6,Gyro: 0.18, Setpoint:0.00, Output: 32.84, linear: 0.00, LSteps: -426, RSteps: 59, RPM: 51.94
34:57.6,Gyro: 0.39, Setpoint:0.00, Output: 29.36, linear: 0.00, LSteps: -425, RSteps: 61, RPM: 20.63
34:57.6,Gyro: 0.56, Setpoint:0.00, Output: 27.76, linear: 0.00, LSteps: -423, RSteps: 62, RPM: 20.63
34:57.6,Gyro: 0.56, Setpoint:0.00, Output: 27.76, linear: 0.00, LSteps: -421, RSteps: 63, RPM: 17.94
34:57.6,Gyro: 0.86, Setpoint:0.00, Output: 25.08, linear: 0.00, LSteps: -421, RSteps: 65, RPM: 61.94
34:57.6,Gyro: 0.99, Setpoint:0.00, Output: 23.68, linear: 0.00, LSteps: -418, RSteps: 66, RPM: 61.94
34:57.6,Gyro: 0.99, Setpoint:0.00, Output: 23.68, linear: 0.00, LSteps: -416, RSteps: 67, RPM: 16.14
34:57.6,Gyro: 1.17, Setpoint:0.00, Output: 22.44, linear: 0.00, LSteps: -416, RSteps: 69, RPM: 14.82
34:57.6,Gyro: 1.21, Setpoint:0.00, Output: 20.92, linear: 0.00, LSteps: -414, RSteps: 69, RPM: 15.14
34:57.7,Gyro: 1.21, Setpoint:0.00, Output: 20.92, linear: 0.00, LSteps: -413, RSteps: 70, RPM: 12.59
34:57.7,Gyro: 1.18, Setpoint:0.00, Output: 20.57, linear: 0.00, LSteps: -412, RSteps: 71, RPM: 13.40
34:57.7,Gyro: 0.93, Setpoint:0.00, Output: 22.05, linear: 0.00, LSteps: -411, RSteps: 72, RPM: 11.90
34:57.7,Gyro: 0.93, Setpoint:0.00, Output: 22.05, linear: 0.00, LSteps: -410, RSteps: 73, RPM: 11.51
34:57.7,Gyro: 0.76, Setpoint:0.00, Output: 22.97, linear: 0.00, LSteps: -409, RSteps: 74, RPM: 10.63
34:57.7,Gyro: 0.35, Setpoint:0.00, Output: 24.15, linear: 0.00, LSteps: -409, RSteps: 74, RPM: 10.63
34:57.7,Gyro: 0.35, Setpoint:0.00, Output: 24.15, linear: 0.00, LSteps: -408, RSteps: 76, RPM: 11.44
34:57.7,Gyro: 0.10, Setpoint:0.00, Output: 27.65, linear: 0.00, LSteps: -406, RSteps: 78, RPM: 12.47
34:57.7,Gyro: -0.17, Setpoint:0.00, Output: 29.81, linear: 0.00, LSteps: -406, RSteps: 78, RPM: 12.47
34:57.7,Gyro: -0.83, Setpoint:0.00, Output: 35.27, linear: 0.00, LSteps: -405, RSteps: 80, RPM: 12.81
34:57.8,Gyro: -0.83, Setpoint:0.00, Output: 35.27, linear: 0.00, LSteps: -403, RSteps: 81, RPM: 66.42
34:57.8,Gyro: -1.23, Setpoint:0.00, Output: 38.87, linear: 0.00, LSteps: -402, RSteps: 82, RPM: 14.06
34:57.8,Gyro: -1.53, Setpoint:0.00, Output: 41.10, linear: 0.00, LSteps: -400, RSteps: 83, RPM: 17.81
34:57.8,Gyro: -1.53, Setpoint:0.00, Output: 41.10, linear: 0.00, LSteps: -399, RSteps: 84, RPM: 17.66
34:57.8,Gyro: -1.59, Setpoint:0.00, Output: 42.97, linear: 0.00, LSteps: -398, RSteps: 86, RPM: 50.28
34:57.8,Gyro: -1.63, Setpoint:0.00, Output: 44.03, linear: 0.00, LSteps: -395, RSteps: 87, RPM: 31.36
34:57.8,Gyro: -1.60, Setpoint:0.00, Output: 44.03, linear: 0.00, LSteps: -393, RSteps: 89, RPM: 21.69
34:57.8,Gyro: -1.51, Setpoint:0.00, Output: 43.85, linear: 0.00, LSteps: -393, RSteps: 91, RPM: 22.56
34:57.8,Gyro: -1.39, Setpoint:0.00, Output: 43.58, linear: 0.00, LSteps: -390, RSteps: 92, RPM: 23.98
34:57.8,Gyro: -1.39, Setpoint:0.00, Output: 43.58, linear: 0.00, LSteps: -388, RSteps: 94, RPM: 25.27
34:57.8,Gyro: -1.08, Setpoint:0.00, Output: 41.78, linear: 0.00, LSteps: -387, RSteps: 98, RPM: 24.44
34:57.9,Gyro: -0.91, Setpoint:0.00, Output: 40.88, linear: 0.00, LSteps: -384, RSteps: 98, RPM: 24.72
34:57.9,Gyro: -0.91, Setpoint:0.00, Output: 40.88, linear: 0.00, LSteps: -382, RSteps: 100, RPM: 24.19
34:57.9,Gyro: -0.59, Setpoint:0.00, Output: 40.05, linear: 0.00, LSteps: -381, RSteps: 103, RPM: 24.67
34:57.9,Gyro: -0.42, Setpoint:0.00, Output: 37.69, linear: 0.00, LSteps: -379, RSteps: 103, RPM: 24.67
34:57.9,Gyro: -0.21, Setpoint:0.00, Output: 36.21, linear: 0.00, LSteps: -376, RSteps: 107, RPM: 23.58
34:57.9,Gyro: -0.21, Setpoint:0.00, Output: 36.21, linear: 0.00, LSteps: -374, RSteps: 109, RPM: 22.07
34:57.9,Gyro: 0.18, Setpoint:0.00, Output: 33.19, linear: 0.00, LSteps: -373, RSteps: 110, RPM: 22.36
34:57.9,Gyro: 0.37, Setpoint:0.00, Output: 31.53, linear: 0.00, LSteps: -371, RSteps: 112, RPM: 21.61
34:57.9,Gyro: 0.37, Setpoint:0.00, Output: 31.53, linear: 0.00, LSteps: -368, RSteps: 114, RPM: 360.17
34:58.0,Gyro: 0.70, Setpoint:0.00, Output: 29.93, linear: 0.00, LSteps: -367, RSteps: 114, RPM: 21.82
34:58.0,Gyro: 0.86, Setpoint:0.00, Output: 27.19, linear: 0.00, LSteps: -365, RSteps: 116, RPM: 19.51
34:58.0,Gyro: 0.86, Setpoint:0.00, Output: 27.19, linear: 0.00, LSteps: -364, RSteps: 118, RPM: 18.34
34:58.0,Gyro: 0.97, Setpoint:0.00, Output: 25.88, linear: 0.00, LSteps: -363, RSteps: 119, RPM: 44.09
34:58.0,Gyro: 1.19, Setpoint:0.00, Output: 23.67, linear: 0.00, LSteps: -361, RSteps: 120, RPM: 24.11
34:58.0,Gyro: 1.19, Setpoint:0.00, Output: 23.67, linear: 0.00, LSteps: -359, RSteps: 121, RPM: 15.60
34:58.0,Gyro: 1.28, Setpoint:0.00, Output: 22.38, linear: 0.00, LSteps: -359, RSteps: 122, RPM: 14.05
34:58.0,Gyro: 1.43, Setpoint:0.00, Output: 21.10, linear: 0.00, LSteps: -357, RSteps: 123, RPM: 13.80
34:58.0,Gyro: 1.43, Setpoint:0.00, Output: 21.10, linear: 0.00, LSteps: -356, RSteps: 124, RPM: 12.12
34:58.0,Gyro: 1.49, Setpoint:0.00, Output: 19.38, linear: 0.00, LSteps: -356, RSteps: 125, RPM: 12.90
34:58.0,Gyro: 1.54, Setpoint:0.00, Output: 18.28, linear: 0.00, LSteps: -355, RSteps: 125, RPM: 12.90
34:58.0,Gyro: 1.54, Setpoint:0.00, Output: 18.28, linear: 0.00, LSteps: -354, RSteps: 126, RPM: 10.24
34:58.1,Gyro: 1.63, Setpoint:0.00, Output: 16.87, linear: 0.00, LSteps: -353, RSteps: 127, RPM: 9.77
34:58.1,Gyro: 1.66, Setpoint:0.00, Output: 15.88, linear: 0.00, LSteps: -352, RSteps: 128, RPM: 9.77
34:58.1,Gyro: 1.66, Setpoint:0.00, Output: 15.88, linear: 0.00, LSteps: -351, RSteps: 128, RPM: 8.38
34:58.1,Gyro: 1.65, Setpoint:0.00, Output: 15.04, linear: 0.00, LSteps: -351, RSteps: 129, RPM: 8.38
34:58.1,Gyro: 1.63, Setpoint:0.00, Output: 14.54, linear: 0.00, LSteps: -351, RSteps: 129, RPM: 8.38
34:58.1,Gyro: 1.63, Setpoint:0.00, Output: 14.54, linear: 0.00, LSteps: -350, RSteps: 130, RPM: 6.36
34:58.1,Gyro: 1.59, Setpoint:0.00, Output: 14.11, linear: 0.00, LSteps: -349, RSteps: 131, RPM: 6.06
34:58.1,Gyro: 1.46, Setpoint:0.00, Output: 14.39, linear: 0.00, LSteps: -349, RSteps: 131, RPM: 6.06
34:58.1,Gyro: 1.46, Setpoint:0.00, Output: 14.39, linear: 0.00, LSteps: -348, RSteps: 131, RPM: 7.44
34:58.1,Gyro: 1.38, Setpoint:0.00, Output: 14.38, linear: 0.00, LSteps: -348, RSteps: 132, RPM: 7.44
34:58.2,Gyro: 1.16, Setpoint:0.00, Output: 15.51, linear: 0.00, LSteps: -348, RSteps: 132, RPM: 7.44
34:58.2,Gyro: 1.16, Setpoint:0.00, Output: 15.51, linear: 0.00, LSteps: -348, RSteps: 133, RPM: 7.44
34:58.2,Gyro: 1.03, Setpoint:0.00, Output: 15.99, linear: 0.00, LSteps: -347, RSteps: 133, RPM: 3.68
34:58.2,Gyro: 0.74, Setpoint:0.00, Output: 16.65, linear: 0.00, LSteps: -347, RSteps: 133, RPM: 3.68
34:58.2,Gyro: 0.74, Setpoint:0.00, Output: 16.65, linear: 0.00, LSteps: -346, RSteps: 133, RPM: 6.20
34:58.2,Gyro: 0.56, Setpoint:0.00, Output: 18.85, linear: 0.00, LSteps: -346, RSteps: 133, RPM: 6.53
34:58.2,Gyro: 0.42, Setpoint:0.00, Output: 19.69, linear: 0.00, LSteps: -345, RSteps: 134, RPM: 6.53
34:58.2,Gyro: 0.30, Setpoint:0.00, Output: 20.50, linear: 0.00, LSteps: -345, RSteps: 134, RPM: 6.53
34:58.2,Gyro: 0.30, Setpoint:0.00, Output: 20.50, linear: 0.00, LSteps: -345, RSteps: 134, RPM: 6.53
34:58.2,Gyro: 0.22, Setpoint:0.00, Output: 20.96, linear: 0.00, LSteps: -345, RSteps: 135, RPM: 2.97
34:58.3,Gyro: -0.01, Setpoint:0.00, Output: 21.70, linear: 0.00, LSteps: -344, RSteps: 135, RPM: 2.97
34:58.3,Gyro: -0.01, Setpoint:0.00, Output: 21.70, linear: 0.00, LSteps: -344, RSteps: 135, RPM: 2.97
34:58.3,Gyro: -0.14, Setpoint:0.00, Output: 23.75, linear: 0.00, LSteps: -344, RSteps: 135, RPM: 2.97
34:58.3,Gyro: -0.28, Setpoint:0.00, Output: 24.90, linear: 0.00, LSteps: -344, RSteps: 135, RPM: 2.97
34:58.3,Gyro: -0.28, Setpoint:0.00, Output: 24.90, linear: 0.00, LSteps: -344, RSteps: 135, RPM: 2.97
34:58.3,Gyro: -0.42, Setpoint:0.00, Output: 26.23, linear: 0.00, LSteps: -343, RSteps: 136, RPM: 2.65
34:58.3,Gyro: -0.52, Setpoint:0.00, Output: 27.16, linear: 0.00, LSteps: -343, RSteps: 136, RPM: 2.65
34:58.3,Gyro: -0.52, Setpoint:0.00, Output: 27.16, linear: 0.00, LSteps: -343, RSteps: 136, RPM: 2.65
34:58.3,Gyro: -0.64, Setpoint:0.00, Output: 27.90, linear: 0.00, LSteps: -342, RSteps: 136, RPM: 4.36
34:58.3,Gyro: -0.69, Setpoint:0.00, Output: 29.07, linear: 0.00, LSteps: -342, RSteps: 136, RPM: 4.36
34:58.3,Gyro: -0.69, Setpoint:0.00, Output: 29.07, linear: 0.00, LSteps: -340, RSteps: 137, RPM: 160.01
34:58.4,Gyro: -0.63, Setpoint:0.00, Output: 29.55, linear: 0.00, LSteps: -340, RSteps: 137, RPM: 7.85
34:58.4,Gyro: -0.54, Setpoint:0.00, Output: 28.53, linear: 0.00, LSteps: -339, RSteps: 137, RPM: 7.85
34:58.4,Gyro: -0.54, Setpoint:0.00, Output: 28.53, linear: 0.00, LSteps: -338, RSteps: 137, RPM: 10.78
34:58.4,Gyro: -0.49, Setpoint:0.00, Output: 28.37, linear: 0.00, LSteps: -336, RSteps: 138, RPM: 52.65
34:58.4,Gyro: -0.24, Setpoint:0.00, Output: 27.75, linear: 0.00, LSteps: -335, RSteps: 138, RPM: 12.97
34:58.4,Gyro: -0.10, Setpoint:0.00, Output: 25.60, linear: 0.00, LSteps: -334, RSteps: 138, RPM: 9.85
34:58.4,Gyro: -0.10, Setpoint:0.00, Output: 25.60, linear: 0.00, LSteps: -333, RSteps: 138, RPM: 9.99
